antecedente,consequente,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"hortifruti, limpeza",feijao,0.127,0.512,0.069,0.5433070866141733,1.0611466535433072,0.003976000000000007,1.068551724137931,0.06600594319106208
"leite, limpeza",feijao,0.166,0.512,0.09,0.5421686746987951,1.0589231927710843,0.005007999999999985,1.0658947368421052,0.06671995736743919
"leite, limpeza, pao",feijao,0.166,0.512,0.09,0.5421686746987951,1.0589231927710843,0.005007999999999985,1.0658947368421052,0.06671995736743919
"hortifruti, refrigerante",pao,0.1,0.633,0.067,0.67,1.0584518167456556,0.003699999999999995,1.1121212121212123,0.06135986733001649
"hortifruti, refrigerante","leite, pao",0.1,0.624,0.066,0.66,1.0576923076923077,0.003599999999999999,1.1058823529411765,0.06060606060606059
"leite, limpeza",hortifruti,0.166,0.49,0.086,0.5180722891566264,1.0572903860339316,0.004659999999999984,1.0582499999999997,0.06497127879092053
"leite, limpeza, pao",hortifruti,0.166,0.49,0.086,0.5180722891566264,1.0572903860339316,0.004659999999999984,1.0582499999999997,0.06497127879092053
"frango, hortifruti","leite, pao",0.135,0.624,0.089,0.6592592592592592,1.0565052231718897,0.0047599999999999865,1.103478260869565,0.06183022666753246
limpeza,"leite, pao",0.252,0.624,0.166,0.6587301587301587,1.0556573056573058,0.00875200000000001,1.101767441860465,0.07048514915276086
"leite, limpeza","arroz, feijao",0.166,0.503,0.088,0.5301204819277108,1.0539174591008167,0.004501999999999992,1.0577179487179487,0.06134183562241106
"frango, hortifruti",pao,0.135,0.633,0.09,0.6666666666666666,1.05318588730911,0.0045449999999999935,1.1009999999999998,0.058381502890173326
"cerveja, hortifruti, refrigerante",pao,0.093,0.633,0.062,0.6666666666666666,1.05318588730911,0.003131000000000002,1.1009999999999998,0.055678059536934985
"limpeza, pao",feijao,0.167,0.512,0.09,0.5389221556886227,1.052582335329341,0.004495999999999986,1.0583896103896102,0.05997065492863794
"cerveja, feijao, pao",hortifruti,0.099,0.49,0.051,0.5151515151515151,1.051329622758194,0.0024899999999999922,1.051875,0.054188156949794175
"limpeza, pao",hortifruti,0.167,0.49,0.086,0.5149700598802395,1.0509593058780398,0.004169999999999993,1.0514814814814815,0.05820933024372531
"arroz, cerveja, pao",hortifruti,0.101,0.49,0.052,0.5148514851485148,1.050717316629622,0.0025099999999999983,1.0512244897959182,0.05369213656199193
"acucar, cafe, limpeza",pao,0.101,0.633,0.067,0.6633663366336634,1.0479720957877778,0.0030670000000000003,1.0902058823529412,0.05091893148274202
"hortifruti, refrigerante",leite,0.1,0.63,0.066,0.66,1.0476190476190477,0.0030000000000000027,1.0882352941176472,0.050505050505050546
"limpeza, pao","arroz, feijao",0.167,0.503,0.088,0.5269461077844311,1.047606576112189,0.003998999999999989,1.0506202531645568,0.0545536396376731
limpeza,pao,0.252,0.633,0.167,0.6626984126984128,1.046916923694175,0.007484000000000018,1.0880470588235296,0.05991226103941863
"frango, hortifruti",leite,0.135,0.63,0.089,0.6592592592592592,1.0464432686654908,0.003949999999999995,1.085869565217391,0.05130869649931799
limpeza,leite,0.252,0.63,0.166,0.6587301587301587,1.0456034265558074,0.0072399999999999964,1.084186046511628,0.05830809870498032
"arroz, frango, hortifruti",pao,0.127,0.633,0.084,0.6614173228346457,1.0448930850468336,0.003609000000000001,1.0839302325581397,0.04921453117329407
"feijao, frango, hortifruti",pao,0.127,0.633,0.084,0.6614173228346457,1.0448930850468336,0.003609000000000001,1.0839302325581397,0.04921453117329407
"acucar, cafe, limpeza",feijao,0.101,0.512,0.054,0.5346534653465346,1.0442450495049502,0.0022879999999999984,1.0486808510638297,0.047130556585506495
"arroz, cerveja, frango",leite,0.099,0.63,0.065,0.6565656565656566,1.0421677088343755,0.0026300000000000004,1.0773529411764706,0.044907367881840694
"cerveja, feijao, frango",leite,0.099,0.63,0.065,0.6565656565656566,1.0421677088343755,0.0026300000000000004,1.0773529411764706,0.044907367881840694
"cafe, limpeza",feijao,0.105,0.512,0.056,0.5333333333333333,1.0416666666666667,0.002239999999999999,1.0457142857142856,0.04469273743016757
"cerveja, hortifruti, refrigerante",leite,0.093,0.63,0.061,0.6559139784946236,1.0411332991978153,0.0024099999999999955,1.0753125,0.043559202559329
"cafe, limpeza",pao,0.105,0.633,0.069,0.6571428571428573,1.0381403746332658,0.0025350000000000095,1.070416666666667,0.04104930774836061
"acucar, limpeza",pao,0.105,0.633,0.069,0.6571428571428573,1.0381403746332658,0.0025350000000000095,1.070416666666667,0.04104930774836061
"cafe, limpeza","leite, pao",0.105,0.624,0.068,0.6476190476190476,1.037851037851038,0.00248000000000001,1.0670270270270272,0.040749260598094146
"acucar, limpeza","leite, pao",0.105,0.624,0.068,0.6476190476190476,1.037851037851038,0.00248000000000001,1.0670270270270272,0.040749260598094146
"cerveja, frango","leite, pao",0.105,0.624,0.068,0.6476190476190476,1.037851037851038,0.00248000000000001,1.0670270270270272,0.040749260598094146
"arroz, frango, hortifruti",leite,0.127,0.63,0.083,0.6535433070866142,1.0373703287089115,0.0029900000000000065,1.0679545454545456,0.041264715218261444
"feijao, frango, hortifruti",leite,0.127,0.63,0.083,0.6535433070866142,1.0373703287089115,0.0029900000000000065,1.0679545454545456,0.041264715218261444
"acucar, cafe, limpeza",leite,0.101,0.63,0.066,0.6534653465346535,1.0372465818010372,0.002369999999999997,1.0677142857142858,0.03994337142279295
"arroz, cerveja, frango",pao,0.099,0.633,0.065,0.6565656565656566,1.037228525380184,0.0023330000000000017,1.0686176470588236,0.039836079569708895
"cerveja, feijao, frango",pao,0.099,0.633,0.065,0.6565656565656566,1.037228525380184,0.0023330000000000017,1.0686176470588236,0.039836079569708895
"cerveja, pao, refrigerante",hortifruti,0.122,0.49,0.062,0.5081967213114754,1.0371361659417866,0.0022199999999999998,1.0370000000000001,0.04078183555000367
"cerveja, feijao",hortifruti,0.166,0.49,0.084,0.5060240963855421,1.0327022375215145,0.0026599999999999957,1.032439024390244,0.03796962430055949
"arroz, cerveja",hortifruti,0.168,0.49,0.085,0.5059523809523809,1.032555879494655,0.002680000000000002,1.032289156626506,0.03789592760180998
"hortifruti, limpeza",arroz,0.127,0.519,0.068,0.5354330708661418,1.0316629496457452,0.0020870000000000055,1.0353728813559322,0.03515598679334286
manteiga,arroz,0.346,0.519,0.185,0.5346820809248555,1.0302159555392205,0.005426000000000014,1.0337018633540371,0.044846681543929366
"cafe, carne",hortifruti,0.105,0.49,0.053,0.5047619047619047,1.0301263362487851,0.0015500000000000028,1.0298076923076922,0.03267629387583014
"cerveja, leite, refrigerante",hortifruti,0.121,0.49,0.061,0.5041322314049587,1.0288412885815483,0.0017100000000000032,1.0285,0.03189168018799312
"manteiga, pao",arroz,0.339,0.519,0.181,0.5339233038348082,1.0287539572925013,0.00505899999999998,1.032018987341772,0.042284835466102594
"leite, manteiga",arroz,0.339,0.519,0.181,0.5339233038348082,1.0287539572925013,0.00505899999999998,1.032018987341772,0.042284835466102594
"leite, manteiga, pao",arroz,0.339,0.519,0.181,0.5339233038348082,1.0287539572925013,0.00505899999999998,1.032018987341772,0.042284835466102594
limpeza,hortifruti,0.252,0.49,0.127,0.503968253968254,1.0285066407515386,0.0035200000000000092,1.02816,0.03705419175544243
"cafe, limpeza",leite,0.105,0.63,0.068,0.6476190476190476,1.0279667422524565,0.0018500000000000044,1.05,0.030397633913900827
"acucar, limpeza",leite,0.105,0.63,0.068,0.6476190476190476,1.0279667422524565,0.0018500000000000044,1.05,0.030397633913900827
"cerveja, frango",leite,0.105,0.63,0.068,0.6476190476190476,1.0279667422524565,0.0018500000000000044,1.05,0.030397633913900827
"acucar, leite","arroz, feijao",0.236,0.503,0.122,0.516949152542373,1.027731913603127,0.0032920000000000033,1.0288771929824563,0.03531885675049355
"cafe, manteiga","arroz, feijao",0.122,0.503,0.063,0.5163934426229508,1.0266271225108365,0.0016340000000000035,1.0276949152542374,0.029540441841125274
"arroz, cerveja, feijao",hortifruti,0.165,0.49,0.083,0.503030303030303,1.0265924551638839,0.002149999999999999,1.026219512195122,0.031022292763869835
"cafe, manteiga",arroz,0.122,0.519,0.065,0.5327868852459017,1.0265643261000033,0.001682000000000003,1.0295087719298246,0.02947257753635891
"acucar, leite",feijao,0.236,0.512,0.124,0.5254237288135594,1.0262182203389831,0.003168000000000004,1.0282857142857142,0.033440297247086685
"arroz, cafe, carne",leite,0.099,0.63,0.064,0.6464646464646464,1.0261343594676926,0.0016299999999999995,1.0465714285714285,0.028267203107658147
"cafe, carne, feijao",leite,0.099,0.63,0.064,0.6464646464646464,1.0261343594676926,0.0016299999999999995,1.0465714285714285,0.028267203107658147
"hortifruti, manteiga",arroz,0.169,0.519,0.09,0.5325443786982248,1.0260970687827067,0.0022889999999999855,1.0289746835443037,0.030605695948656045
"manteiga, pao",feijao,0.339,0.512,0.178,0.5250737463126843,1.0255346607669615,0.004431999999999964,1.027527950310559,0.03766849682979452
"leite, manteiga",feijao,0.339,0.512,0.178,0.5250737463126843,1.0255346607669615,0.004431999999999964,1.027527950310559,0.03766849682979452
"leite, manteiga, pao",feijao,0.339,0.512,0.178,0.5250737463126843,1.0255346607669615,0.004431999999999964,1.027527950310559,0.03766849682979452
"cafe, manteiga",feijao,0.122,0.512,0.064,0.5245901639344263,1.0245901639344264,0.0015360000000000026,1.0264827586206897,0.027334851936218728
"acucar, pao","arroz, feijao",0.237,0.503,0.122,0.5147679324894515,1.0233954920267425,0.002789,1.0242521739130435,0.02996154094063554
"cerveja, frango",pao,0.105,0.633,0.068,0.6476190476190476,1.0230948619574212,0.0015350000000000086,1.0414864864864866,0.02522182057180428
"acucar, limpeza",feijao,0.105,0.512,0.055,0.5238095238095238,1.0230654761904763,0.001239999999999998,1.0248,0.025190452006094426
"acucar, leite, pao",feijao,0.233,0.512,0.122,0.5236051502145922,1.0226663090128754,0.002703999999999984,1.0243603603603602,0.02889691580994704
refrigerante,"leite, pao",0.21,0.624,0.134,0.6380952380952382,1.0225885225885227,0.002960000000000018,1.0389473684210528,0.02796145853013431
"cafe, limpeza","arroz, feijao",0.105,0.503,0.054,0.5142857142857143,1.0224368077250783,0.0011849999999999986,1.0232352941176472,0.02451893234016136
"acucar, pao",feijao,0.237,0.512,0.124,0.5232067510548524,1.0218881856540085,0.0026560000000000056,1.0235044247787612,0.02807254893670999
manteiga,feijao,0.346,0.512,0.181,0.523121387283237,1.0217214595375723,0.0038479999999999903,1.023321212121212,0.03250713839187651
"leite, limpeza",arroz,0.166,0.519,0.088,0.5301204819277108,1.0214267474522365,0.0018459999999999865,1.0236666666666665,0.02515260518857623
"leite, limpeza, pao",arroz,0.166,0.519,0.088,0.5301204819277108,1.0214267474522365,0.0018459999999999865,1.0236666666666665,0.02515260518857623
"arroz, cafe, carne",pao,0.099,0.633,0.064,0.6464646464646464,1.0212711634512581,0.0013330000000000009,1.038085714285714,0.023116675915649292
"cafe, carne, feijao",pao,0.099,0.633,0.064,0.6464646464646464,1.0212711634512581,0.0013330000000000009,1.038085714285714,0.023116675915649292
"acucar, leite",arroz,0.236,0.519,0.125,0.5296610169491526,1.0205414584762091,0.0025160000000000043,1.0226666666666666,0.02634554973821994
"manteiga, pao","arroz, feijao",0.339,0.503,0.174,0.5132743362831858,1.0204261158711447,0.003482999999999986,1.0211090909090907,0.03028326986279919
"leite, manteiga","arroz, feijao",0.339,0.503,0.174,0.5132743362831858,1.0204261158711447,0.003482999999999986,1.0211090909090907,0.03028326986279919
"acucar, cafe, cerveja",hortifruti,0.122,0.49,0.061,0.5,1.0204081632653061,0.0012199999999999989,1.02,0.02277904328018221
"acucar, manteiga",arroz,0.121,0.519,0.064,0.5289256198347108,1.0191245083520437,0.0012010000000000076,1.0210701754385965,0.021348833902161683
"cafe, leite","arroz, feijao",0.238,0.503,0.122,0.5126050420168068,1.0190955109678068,0.0022859999999999964,1.0197068965517242,0.024590163934426187
"acucar, manteiga","arroz, feijao",0.121,0.503,0.062,0.512396694214876,1.018681300625996,0.0011369999999999991,1.0192711864406778,0.020863150941318933
"hortifruti, manteiga, pao",feijao,0.165,0.512,0.086,0.5212121212121211,1.017992424242424,0.0015199999999999936,1.0192405063291137,0.021166968388803702
"hortifruti, leite, manteiga",feijao,0.165,0.512,0.086,0.5212121212121211,1.017992424242424,0.0015199999999999936,1.0192405063291137,0.021166968388803702
"cafe, leite",feijao,0.238,0.512,0.124,0.5210084033613446,1.017594537815126,0.002144000000000007,1.0188070175438597,0.022690712048090835
"acucar, leite, pao",arroz,0.233,0.519,0.123,0.5278969957081545,1.017142573618795,0.0020729999999999915,1.0188454545454546,0.021973479187203777
manteiga,"arroz, feijao",0.346,0.503,0.177,0.5115606936416185,1.017019271653317,0.0029619999999999924,1.017526627218935,0.0255878643376699
"hortifruti, manteiga",feijao,0.169,0.512,0.088,0.5207100591715975,1.0170118343195265,0.0014719999999999872,1.0181728395061727,0.02012908872114631
"acucar, manteiga",feijao,0.121,0.512,0.063,0.5206611570247934,1.0169163223140496,0.0010480000000000003,1.0180689655172415,0.018924824385575245
"arroz, carne",pao,0.244,0.633,0.157,0.6434426229508197,1.0164970346774402,0.0025479999999999947,1.029287356321839,0.02146732719981123
"arroz, carne, feijao",pao,0.244,0.633,0.157,0.6434426229508197,1.0164970346774402,0.0025479999999999947,1.029287356321839,0.02146732719981123
"feijao, hortifruti","leite, pao",0.246,0.624,0.156,0.6341463414634146,1.016260162601626,0.0024959999999999982,1.0277333333333334,0.02122015915119362
"acucar, pao",arroz,0.237,0.519,0.125,0.5274261603375527,1.016235376372934,0.0019969999999999988,1.017830357142857,0.020938401048492778
"hortifruti, manteiga, pao",arroz,0.165,0.519,0.087,0.5272727272727272,1.0159397442634435,0.0013649999999999912,1.0174999999999998,0.01879000619450742
"hortifruti, leite, manteiga",arroz,0.165,0.519,0.087,0.5272727272727272,1.0159397442634435,0.0013649999999999912,1.0174999999999998,0.01879000619450742
refrigerante,pao,0.21,0.633,0.135,0.6428571428571429,1.015572105619499,0.0020700000000000163,1.0276,0.019409282700422092
"limpeza, pao",arroz,0.167,0.519,0.088,0.5269461077844311,1.0153104196231812,0.001326999999999981,1.0167974683544303,0.018102695623703768
"cerveja, refrigerante","leite, pao",0.191,0.624,0.121,0.6335078534031413,1.0152369445563163,0.0018159999999999982,1.025942857142857,0.018551624799517805
"arroz, carne",leite,0.244,0.63,0.156,0.639344262295082,1.014832162373146,0.0022800000000000042,1.025909090909091,0.01933251933251937
"arroz, carne, feijao",leite,0.244,0.63,0.156,0.639344262295082,1.014832162373146,0.0022800000000000042,1.025909090909091,0.01933251933251937
"cafe, pao","arroz, feijao",0.239,0.503,0.122,0.5104602510460251,1.0148315130139665,0.0017830000000000068,1.0152393162393163,0.01920467030007978
"feijao, hortifruti",pao,0.246,0.633,0.158,0.6422764227642277,1.0146546963099963,0.0022820000000000062,1.0259318181818182,0.01915522277809494
acucar,"arroz, feijao",0.39,0.503,0.199,0.5102564102564102,1.0144262629352092,0.002829999999999999,1.0148167539267015,0.023313287750226536
"cafe, leite, pao",feijao,0.235,0.512,0.122,0.5191489361702127,1.0139627659574468,0.001680000000000001,1.0148672566371681,0.018000642880102873
"cafe, pao",feijao,0.239,0.512,0.124,0.5188284518828452,1.013336820083682,0.0016320000000000084,1.0141913043478261,0.017294731041498965
"feijao, hortifruti",leite,0.246,0.63,0.157,0.6382113821138211,1.013033939863208,0.002019999999999994,1.0226966292134831,0.017063981483045786
refrigerante,leite,0.21,0.63,0.134,0.6380952380952382,1.0128495842781557,0.001700000000000007,1.0223684210526318,0.01605894577744197
"carne, feijao",pao,0.245,0.633,0.157,0.6408163265306123,1.0123480671889609,0.001915,1.0217613636363636,0.016155565866621674
"cafe, leite",arroz,0.238,0.519,0.125,0.5252100840336135,1.011965479833552,0.001478000000000007,1.0130796460176992,0.015517060367454143
cafe,"arroz, feijao",0.393,0.503,0.2,0.5089058524173028,1.0117412572908604,0.0023209999999999897,1.0120259067357513,0.019118616144975203
"acucar, manteiga, pao",arroz,0.12,0.519,0.063,0.525,1.0115606936416186,0.0007199999999999984,1.0126315789473683,0.012987012987012958
"acucar, leite, manteiga",arroz,0.12,0.519,0.063,0.525,1.0115606936416186,0.0007199999999999984,1.0126315789473683,0.012987012987012958
"arroz, carne","leite, pao",0.244,0.624,0.154,0.6311475409836066,1.0114543926019337,0.0017439999999999956,1.019377777777778,0.014979729265443513
"arroz, feijao, hortifruti",pao,0.239,0.633,0.153,0.6401673640167365,1.011322849947451,0.0017129999999999923,1.019918604651163,0.014712323825719447
"acucar, cafe, leite",feijao,0.226,0.512,0.117,0.5176991150442478,1.0111310840707965,0.0012879999999999975,1.0118165137614679,0.014222928951611093
"acucar, cafe, limpeza",arroz,0.101,0.519,0.053,0.5247524752475247,1.011083767336271,0.0005809999999999912,1.0121041666666664,0.012193842214619834
hortifruti,leite,0.49,0.63,0.312,0.636734693877551,1.010689990281827,0.003300000000000025,1.0185393258426965,0.02073906485671207
"carne, feijao",leite,0.245,0.63,0.156,0.636734693877551,1.010689990281827,0.0016500000000000126,1.0185393258426965,0.014009169638308819
hortifruti,"leite, pao",0.49,0.624,0.309,0.6306122448979592,1.010596546310832,0.0032400000000000206,1.017900552486188,0.020559680182752844
"arroz, hortifruti","leite, pao",0.246,0.624,0.155,0.6300813008130082,1.0097456743798208,0.0014959999999999973,1.0164395604395606,0.01280054761701033
"cerveja, refrigerante","arroz, feijao",0.191,0.503,0.097,0.5078534031413613,1.0096489128058872,0.0009269999999999973,1.0098617021276597,0.011812980260726585
"arroz, feijao, hortifruti",leite,0.239,0.63,0.152,0.6359832635983264,1.0094972438068672,0.0014300000000000146,1.0164367816091955,0.012362542361159266
"cafe, limpeza",arroz,0.105,0.519,0.055,0.5238095238095238,1.0092669052206624,0.0005049999999999985,1.0101,0.010259014728288442
hortifruti,pao,0.49,0.633,0.313,0.6387755102040816,1.0091240287584229,0.002829999999999999,1.0159887005649717,0.01772849714965858
"acucar, manteiga, pao",feijao,0.12,0.512,0.062,0.5166666666666667,1.0091145833333335,0.000559999999999998,1.0096551724137932,0.010263929618768292
"acucar, leite, manteiga",feijao,0.12,0.512,0.062,0.5166666666666667,1.0091145833333335,0.000559999999999998,1.0096551724137932,0.010263929618768292
"cerveja, refrigerante",pao,0.191,0.633,0.122,0.6387434554973822,1.0090733894113464,0.0010970000000000008,1.0158985507246376,0.011114713570690398
"cafe, leite, pao",arroz,0.235,0.519,0.123,0.5234042553191489,1.0084860410773582,0.0010349999999999943,1.0092410714285713,0.010999521759923421
"arroz, hortifruti",pao,0.246,0.633,0.157,0.6382113821138211,1.0082328311434772,0.0012820000000000054,1.0144044943820223,0.010829714980824185
acucar,arroz,0.39,0.519,0.204,0.523076923076923,1.0078553431154584,0.0015899999999999803,1.008548387096774,0.01277724204435857
"cafe, pao",arroz,0.239,0.519,0.125,0.5230125523012552,1.0077313146459637,0.0009590000000000015,1.0084122807017544,0.01008147174770041
"carne, feijao","leite, pao",0.245,0.624,0.154,0.6285714285714286,1.0073260073260073,0.0011200000000000099,1.0123076923076924,0.009632751354605744
"acucar, cafe, pao",feijao,0.227,0.512,0.117,0.5154185022026432,1.0066767621145374,0.0007759999999999989,1.0070545454545454,0.008580179343439357
acucar,feijao,0.39,0.512,0.201,0.5153846153846154,1.006610576923077,0.0013199999999999878,1.006984126984127,0.010765842916564617
"arroz, hortifruti",leite,0.246,0.63,0.156,0.6341463414634146,1.0065814943863725,0.0010199999999999931,1.0113333333333334,0.008671699653131954
"acucar, cafe, leite",arroz,0.226,0.519,0.118,0.5221238938053097,1.0060190632086892,0.0007059999999999844,1.0065370370370368,0.007730039854596247
pao,feijao,0.633,0.512,0.326,0.5150078988941549,1.0058748025276463,0.0019040000000000168,1.0062019543973943,0.015914143862523336
feijao,pao,0.512,0.633,0.326,0.63671875,1.005874802527646,0.0019040000000000168,1.0102365591397848,0.011968218847430458
"cerveja, refrigerante",leite,0.191,0.63,0.121,0.6335078534031413,1.0055680212748275,0.00066999999999999,1.0095714285714283,0.00684448712317002
cafe,arroz,0.393,0.519,0.205,0.5216284987277353,1.0050645447547886,0.0010329999999999784,1.0054946808510636,0.008301522883432945
"acucar, arroz, carne",leite,0.098,0.63,0.062,0.6326530612244897,1.0042112082928407,0.00025999999999999635,1.007222222222222,0.004649166726271303
"acucar, carne, feijao",leite,0.098,0.63,0.062,0.6326530612244897,1.0042112082928407,0.00025999999999999635,1.007222222222222,0.004649166726271303
cafe,feijao,0.393,0.512,0.202,0.5139949109414759,1.00389631043257,0.0007840000000000069,1.004104712041885,0.006394049619130009
"cafe, manteiga, pao",arroz,0.119,0.519,0.062,0.5210084033613446,1.0038697559948835,0.0002390000000000031,1.0041929824561404,0.004375526344696333
"cafe, leite, manteiga",arroz,0.119,0.519,0.062,0.5210084033613446,1.0038697559948835,0.0002390000000000031,1.0041929824561404,0.004375526344696333
"acucar, limpeza","arroz, feijao",0.105,0.503,0.053,0.5047619047619047,1.0035027927672062,0.00018499999999999767,1.0035576923076923,0.0039000737851796704
"arroz, frango",pao,0.271,0.633,0.172,0.6346863468634686,1.0026640550765695,0.0004569999999999852,1.0046161616161615,0.003644686891887463
"cerveja, refrigerante",feijao,0.191,0.512,0.098,0.5130890052356021,1.0021269633507852,0.00020799999999999985,1.0022365591397848,0.002623546328296459
"acucar, cafe","arroz, feijao",0.373,0.503,0.188,0.5040214477211796,1.0020307111753075,0.00038099999999999246,1.0020594594594594,0.0032322101191081514
limpeza,"arroz, feijao",0.252,0.503,0.127,0.503968253968254,1.0019249581873837,0.00024399999999999422,1.001952,0.002568529201229465
pao,"arroz, feijao",0.633,0.503,0.319,0.5039494470774092,1.0018875687423643,0.0006010000000000182,1.0019140127388535,0.005133549153092671
"arroz, feijao",pao,0.503,0.633,0.319,0.6341948310139165,1.001887568742364,0.0006010000000000182,1.003266304347826,0.0037907696965493163
"leite, pao",feijao,0.624,0.512,0.32,0.5128205128205129,1.0016025641025643,0.0005120000000000124,1.001684210526316,0.0042553191489362735
feijao,"leite, pao",0.512,0.624,0.32,0.625,1.001602564102564,0.0005120000000000124,1.0026666666666666,0.0032786885245902437
"acucar, cafe, pao",arroz,0.227,0.519,0.118,0.5198237885462554,1.0015872611681222,0.00018699999999999273,1.001715596330275,0.002050123884491336
arroz,pao,0.519,0.633,0.329,0.6339113680154143,1.0014397598979687,0.0004730000000000012,1.0024894736842105,0.002988960435768954
pao,arroz,0.633,0.519,0.329,0.5197472353870458,1.0014397598979687,0.0004730000000000012,1.0015559210526315,0.003917411361321163
"cafe, hortifruti",pao,0.183,0.633,0.116,0.6338797814207651,1.0013898600643998,0.00016100000000000836,1.002402985074627,0.0016988139956950192
"cafe, manteiga, pao",feijao,0.119,0.512,0.061,0.5126050420168068,1.0011817226890758,7.200000000000262e-05,1.001241379310345,0.001339759215496597
"cafe, leite, manteiga",feijao,0.119,0.512,0.061,0.5126050420168068,1.0011817226890758,7.200000000000262e-05,1.001241379310345,0.001339759215496597
"cerveja, hortifruti",leite,0.176,0.63,0.111,0.6306818181818182,1.0010822510822512,0.00012000000000000899,1.001846153846154,0.0013119916032538375
"feijao, frango",pao,0.27,0.633,0.171,0.6333333333333333,1.0005265929436544,9.000000000000674e-05,1.0009090909090907,0.0007209805335256488
"arroz, feijao, frango",pao,0.27,0.633,0.171,0.6333333333333333,1.0005265929436544,9.000000000000674e-05,1.0009090909090907,0.0007209805335256488
"arroz, carne, hortifruti",leite,0.119,0.63,0.075,0.6302521008403361,1.0004001600640255,3.0000000000002247e-05,1.0006818181818182,0.00045402951191830874
"hortifruti, manteiga","arroz, feijao",0.169,0.503,0.085,0.5029585798816568,0.999917653840272,-6.999999999993123e-06,0.9999166666666667,-9.909119220850377e-05
limpeza,feijao,0.252,0.512,0.129,0.5119047619047619,0.999813988095238,-2.3999999999996247e-05,0.9998048780487804,-0.00024866343404198523
"acucar, arroz, carne",pao,0.098,0.633,0.062,0.6326530612244897,0.9994519134668084,-3.400000000000625e-05,0.9990555555555554,-0.0006075985560600137
"acucar, carne, feijao",pao,0.098,0.633,0.062,0.6326530612244897,0.9994519134668084,-3.400000000000625e-05,0.9990555555555554,-0.0006075985560600137
"arroz, frango","leite, pao",0.271,0.624,0.169,0.6236162361623616,0.9993849938499385,-0.00010399999999999299,0.9989803921568627,-0.0008434370057985725
carne,pao,0.261,0.633,0.165,0.632183908045977,0.9987107552069147,-0.00021299999999999097,0.99778125,-0.0017437862265447734
"cerveja, refrigerante",arroz,0.191,0.519,0.099,0.518324607329843,0.99869866537542,-0.0001290000000000041,0.9985978260869566,-0.0016080777860883082
frango,pao,0.288,0.633,0.182,0.6319444444444444,0.9983324556784272,-0.0003039999999999987,0.997132075471698,-0.002340477950234038
"cafe, hortifruti","leite, pao",0.183,0.624,0.114,0.6229508196721312,0.9983186212694409,-0.00019199999999999773,0.9972173913043479,-0.0020572163291545883
feijao,leite,0.512,0.63,0.322,0.62890625,0.9982638888888888,-0.0005600000000000049,0.9970526315789473,-0.0035511363636363947
leite,feijao,0.63,0.512,0.322,0.5111111111111111,0.9982638888888888,-0.0005600000000000049,0.9981818181818181,-0.004678362573099456
"cafe, carne",leite,0.105,0.63,0.066,0.6285714285714287,0.9977324263038551,-0.00014999999999999736,0.9961538461538464,-0.002532928064842914
"cafe, hortifruti",leite,0.183,0.63,0.115,0.6284153005464481,0.9974846040419811,-0.0002899999999999986,0.9957352941176472,-0.0030770863175765143
carne,leite,0.261,0.63,0.164,0.6283524904214559,0.9973849054308824,-0.0004300000000000137,0.9955670103092783,-0.0035354282801375835
"leite, pao",arroz,0.624,0.519,0.323,0.5176282051282052,0.9973568499580061,-0.0008560000000000234,0.9971561461794021,-0.006998953427525047
arroz,"leite, pao",0.519,0.624,0.323,0.6223506743737958,0.997356849958006,-0.0008560000000000234,0.9956326530612245,-0.005479487130246791
"acucar, hortifruti",pao,0.179,0.633,0.113,0.6312849162011174,0.9972905469211965,-0.00030699999999998784,0.9953484848484849,-0.0032982380747742573
"leite, pao","arroz, feijao",0.624,0.503,0.313,0.5016025641025641,0.9972217974206046,-0.0008719999999999839,0.9971961414790996,-0.007354925775978272
"arroz, feijao","leite, pao",0.503,0.624,0.313,0.6222664015904572,0.9972217974206045,-0.0008719999999999839,0.9954105263157893,-0.005574271413320616
"feijao, frango","leite, pao",0.27,0.624,0.168,0.6222222222222222,0.9971509971509972,-0.0004800000000000082,0.9952941176470589,-0.003898635477582913
"acucar, cafe",arroz,0.373,0.519,0.193,0.517426273458445,0.9969677715962332,-0.0005870000000000042,0.9967388888888888,-0.004827382029309727
frango,"leite, pao",0.288,0.624,0.179,0.6215277777777778,0.9960381054131054,-0.0007119999999999904,0.993467889908257,-0.005555555555555481
"arroz, carne, hortifruti",pao,0.119,0.633,0.075,0.6302521008403361,0.9956589270779401,-0.00032699999999999396,0.9925681818181817,-0.0049245504653473385
"acucar, cafe",feijao,0.373,0.512,0.19,0.5093833780160858,0.9948894101876675,-0.0009760000000000046,0.9946666666666667,-0.008126155229547271
carne,"leite, pao",0.261,0.624,0.162,0.6206896551724138,0.9946949602122016,-0.0008640000000000037,0.9912727272727273,-0.00716524854455892
"arroz, feijao",leite,0.503,0.63,0.315,0.6262425447316103,0.9940357852882704,-0.0018900000000000028,0.9899468085106383,-0.011928429423459262
leite,"arroz, feijao",0.63,0.503,0.315,0.5,0.9940357852882704,-0.0018900000000000028,0.994,-0.01595744680851066
arroz,leite,0.519,0.63,0.325,0.626204238921002,0.9939749824142888,-0.0019700000000000273,0.9898453608247424,-0.012445118291797135
leite,arroz,0.63,0.519,0.325,0.5158730158730159,0.9939749824142888,-0.0019700000000000273,0.9935409836065574,-0.016118474881361703
